cid;aid;product;period;act_age;act_cc;act_loaninc;app_income;app_loan_amount;app_n_installments;app_number_of_children;app_spendings;app_installment;app_char_branch;app_char_gender;app_char_job_code;app_char_marital_status;app_char_city;app_char_home_status;app_char_cars;act_call_cc;act_cins_n_loan;act_ccss_n_loan;act_call_n_loan;act_cins_seniority;act_cins_min_seniority;act_cins_n_loans_hist;act_cins_n_statC;act_cins_n_statB;act_cins_n_loans_act;act_cins_maxdue;act_cins_min_pninst;act_cins_min_lninst;act_cins_utl;act_cins_dueutl;act_cins_cc;act_ccss_seniority;act_ccss_min_seniority;act_ccss_n_loans_hist;act_ccss_n_statC;act_ccss_n_statB;act_ccss_n_loans_act;act_ccss_maxdue;act_ccss_min_pninst;act_ccss_min_lninst;act_ccss_utl;act_ccss_dueutl;act_ccss_cc;act_cus_active;act_CMaxI_Days;agr3_Mean_CMaxI_Days;ags3_Mean_CMaxI_Days;agr3_Max_CMaxI_Days;ags3_Max_CMaxI_Days;agr3_Min_CMaxI_Days;ags3_Min_CMaxI_Days;act_CMaxI_Due;agr3_Mean_CMaxI_Due;ags3_Mean_CMaxI_Due;agr3_Max_CMaxI_Due;ags3_Max_CMaxI_Due;agr3_Min_CMaxI_Due;ags3_Min_CMaxI_Due;act_CMaxC_Days;agr3_Mean_CMaxC_Days;ags3_Mean_CMaxC_Days;agr3_Max_CMaxC_Days;ags3_Max_CMaxC_Days;agr3_Min_CMaxC_Days;ags3_Min_CMaxC_Days;act_CMaxC_Due;agr3_Mean_CMaxC_Due;ags3_Mean_CMaxC_Due;agr3_Max_CMaxC_Due;ags3_Max_CMaxC_Due;agr3_Min_CMaxC_Due;ags3_Min_CMaxC_Due;act_CMaxA_Days;agr3_Mean_CMaxA_Days;ags3_Mean_CMaxA_Days;agr3_Max_CMaxA_Days;ags3_Max_CMaxA_Days;agr3_Min_CMaxA_Days;ags3_Min_CMaxA_Days;act_CMaxA_Due;agr3_Mean_CMaxA_Due;ags3_Mean_CMaxA_Due;agr3_Max_CMaxA_Due;ags3_Max_CMaxA_Due;agr3_Min_CMaxA_Due;ags3_Min_CMaxA_Due;act3_n_arrears;act3_n_arrears_days;act3_n_good_days;agr6_Mean_CMaxI_Days;ags6_Mean_CMaxI_Days;agr6_Max_CMaxI_Days;ags6_Max_CMaxI_Days;agr6_Min_CMaxI_Days;ags6_Min_CMaxI_Days;agr6_Mean_CMaxI_Due;ags6_Mean_CMaxI_Due;agr6_Max_CMaxI_Due;ags6_Max_CMaxI_Due;agr6_Min_CMaxI_Due;ags6_Min_CMaxI_Due;agr6_Mean_CMaxC_Days;ags6_Mean_CMaxC_Days;agr6_Max_CMaxC_Days;ags6_Max_CMaxC_Days;agr6_Min_CMaxC_Days;ags6_Min_CMaxC_Days;agr6_Mean_CMaxC_Due;ags6_Mean_CMaxC_Due;agr6_Max_CMaxC_Due;ags6_Max_CMaxC_Due;agr6_Min_CMaxC_Due;ags6_Min_CMaxC_Due;agr6_Mean_CMaxA_Days;ags6_Mean_CMaxA_Days;agr6_Max_CMaxA_Days;ags6_Max_CMaxA_Days;agr6_Min_CMaxA_Days;ags6_Min_CMaxA_Days;agr6_Mean_CMaxA_Due;ags6_Mean_CMaxA_Due;agr6_Max_CMaxA_Due;ags6_Max_CMaxA_Due;agr6_Min_CMaxA_Due;ags6_Min_CMaxA_Due;act6_n_arrears;act6_n_arrears_days;act6_n_good_days;agr9_Mean_CMaxI_Days;ags9_Mean_CMaxI_Days;agr9_Max_CMaxI_Days;ags9_Max_CMaxI_Days;agr9_Min_CMaxI_Days;ags9_Min_CMaxI_Days;agr9_Mean_CMaxI_Due;ags9_Mean_CMaxI_Due;agr9_Max_CMaxI_Due;ags9_Max_CMaxI_Due;agr9_Min_CMaxI_Due;ags9_Min_CMaxI_Due;agr9_Mean_CMaxC_Days;ags9_Mean_CMaxC_Days;agr9_Max_CMaxC_Days;ags9_Max_CMaxC_Days;agr9_Min_CMaxC_Days;ags9_Min_CMaxC_Days;agr9_Mean_CMaxC_Due;ags9_Mean_CMaxC_Due;agr9_Max_CMaxC_Due;ags9_Max_CMaxC_Due;agr9_Min_CMaxC_Due;ags9_Min_CMaxC_Due;agr9_Mean_CMaxA_Days;ags9_Mean_CMaxA_Days;agr9_Max_CMaxA_Days;ags9_Max_CMaxA_Days;agr9_Min_CMaxA_Days;ags9_Min_CMaxA_Days;agr9_Mean_CMaxA_Due;ags9_Mean_CMaxA_Due;agr9_Max_CMaxA_Due;ags9_Max_CMaxA_Due;agr9_Min_CMaxA_Due;ags9_Min_CMaxA_Due;act9_n_arrears;act9_n_arrears_days;act9_n_good_days;agr12_Mean_CMaxI_Days;ags12_Mean_CMaxI_Days;agr12_Max_CMaxI_Days;ags12_Max_CMaxI_Days;agr12_Min_CMaxI_Days;ags12_Min_CMaxI_Days;agr12_Mean_CMaxI_Due;ags12_Mean_CMaxI_Due;agr12_Max_CMaxI_Due;ags12_Max_CMaxI_Due;agr12_Min_CMaxI_Due;ags12_Min_CMaxI_Due;agr12_Mean_CMaxC_Days;ags12_Mean_CMaxC_Days;agr12_Max_CMaxC_Days;ags12_Max_CMaxC_Days;agr12_Min_CMaxC_Days;ags12_Min_CMaxC_Days;agr12_Mean_CMaxC_Due;ags12_Mean_CMaxC_Due;agr12_Max_CMaxC_Due;ags12_Max_CMaxC_Due;agr12_Min_CMaxC_Due;ags12_Min_CMaxC_Due;agr12_Mean_CMaxA_Days;ags12_Mean_CMaxA_Days;agr12_Max_CMaxA_Days;ags12_Max_CMaxA_Days;agr12_Min_CMaxA_Days;ags12_Min_CMaxA_Days;agr12_Mean_CMaxA_Due;ags12_Mean_CMaxA_Due;agr12_Max_CMaxA_Due;ags12_Max_CMaxA_Due;agr12_Min_CMaxA_Due;ags12_Min_CMaxA_Due;act12_n_arrears;act12_n_arrears_days;act12_n_good_days;act_CCss_Acp;act_CCss_All;act_CIns_Acp;act_CIns_All;act_CAll_Acp;act_CAll_All;act_CCss_Acp5y;act_CCss_All5y;act_CIns_Acp5y;act_CIns_All5y;act_CAll_Acp5y;act_CAll_All5y
420367;ins2008111600131;ins;200811;48;0.4183637013;3.4855305466;2799;9756;36;2;900;271;Fenitures;Female;Permanent;Maried;Big;Owner;No;0.4183637013;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420368;ins2008111600141;ins;200811;45;0.3426573427;0.7552447552;3003;2268;12;2;840;189;Fenitures;Female;Owner company;Maried;Big;Owner;Owner;0.3426573427;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5673;ins2008111600142;ins;200811;79;0.677756654;8.9657794677;1052;9432;24;0;320;393;DiY;Female;Retired;Divorced;Big;Rental;Owner;0.677756654;1;0;1;342;145;10;10;0;;;;;;;;331;137;14;1;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;16;10;11;24;27;;;;;;
420369;ins2008111600151;ins;200811;66;0.5029411765;3.2117647059;340;1092;12;0;80;91;Computers;Male;Retired;Divorced;Small;Owner;No;0.5029411765;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420371;ins2008111600171;ins;200811;60;1.5856481481;14.027777778;432;6060;12;3;180;505;Fenitures;Female;Retired;Maried;Medium;Owner;Owner;1.5856481481;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636;ins2008111600172;ins;200811;90;0.6064356436;1.3366336634;1212;1620;12;0;600;135;Radio-TV;Male;Retired;Widowed;Big;Owner;Owner;1.8283828383;2;6;8;345;28;15;14;0;1;0;27;9;0.75;0;0.6872937294;337;4;62;52;4;6;1;2;1;0.5347222222;0.0069444444;1.5247524752;1;11;11.666666667;11.666666667;14;14;10;10;0;0;0;0;0;0;0;15;14.666666667;14.666666667;15;15;14;14;1;1;1;1;1;1;1;15;14.666666667;14.666666667;15;15;14;14;1;1;1;1;1;1;1;3;0;1;12.maj;12.maj;15;15;10;10;0;0;0;0;0;0;14.833333333;14.833333333;15;15;14;14;0.6666666667;0.6666666667;1;1;0;0;14.833333333;14.833333333;15;15;14;14;0.6666666667;0.6666666667;1;1;0;0;4;0;1;12.444444444;12.444444444;15;15;10;10;0;0;0;0;0;0;14.888888889;14.888888889;15;15;14;14;0.4444444444;0.4444444444;1;1;0;0;14.888888889;14.888888889;15;15;14;14;0.4444444444;0.4444444444;1;1;0;0;4;0;1;12.416666667;12.416666667;15;15;10;10;0;0;0;0;0;0;14.75;14.75;15;15;14;14;0.3333333333;0.3333333333;1;1;0;0;14.75;14.75;15;15;14;14;0.3333333333;0.3333333333;1;1;0;0;4;0;3;62;81;15;16;77;97;6;15;1;1;7;16
420372;ins2008111600181;ins;200811;43;0.410944206;1.5836909871;932;1476;12;1;260;123;Fenitures;Male;Contract;Divorced;Small;Rental;Owner;0.410944206;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59732;ins2008111600183;ins;200811;80;0.4542056075;3.723364486;535;1992;24;0;160;83;Fenitures;Male;Retired;Widowed;Medium;Owner;No;0.4542056075;1;0;1;297;23;2;2;0;;;;;;;;;;;;;;;;;;;;;;M;;M;;M;;;M;;M;;M;;;M;;M;;M;;;M;;M;;M;;;M;;M;;M;;;M;;M;;M;;0;0;0;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;0;0;0;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;0;0;0;M;13;M;14;M;12;M;0;M;0;M;0;M;;M;;M;;M;;M;;M;;M;13;M;14;M;12;M;0;M;0;M;0;0;0;2;;;2;4;2;4;;;1;3;1;3
420373;ins2008111600191;ins;200811;54;0.5748031496;1.9842519685;1016;2016;24;0;500;84;DiY;Female;Retired;Maried;Big;Owner;Owner;0.5748031496;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420374;ins2008111600201;ins;200811;55;0.1985252411;1.4293817357;1763;2520;12;0;140;210;DiY;Male;Permanent;Divorced;Large;Owner;Owner;0.1985252411;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420375;ins2008111600211;ins;200811;55;0.3722135822;0.3608087092;3858;1392;12;1;1320;116;DiY;Male;Permanent;Maried;Medium;Owner;Owner;0.3722135822;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115832;ins2008111600213;ins;200811;67;0.6273584906;1.8679245283;848;1584;12;0;400;132;Computers;Male;Retired;Divorced;Small;Owner;Owner;0.6273584906;1;0;1;251;251;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
420376;ins2008111600221;ins;200811;49;0.4014084507;1.2112676056;2130;2580;12;1;640;215;Radio-TV;Female;Permanent;Maried;Medium;Owner;Owner;0.4014084507;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420377;ins2008111600231;ins;200811;49;0.151314043;0.286700292;3767;1080;12;1;480;90;DiY;Male;Permanent;Maried;Medium;Rental;Owner;0.151314043;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165237;ins2008111600233;ins;200811;73;0.4167623421;3.4305396096;871;2988;36;0;280;83;Fenitures;Female;Retired;Widowed;Big;Owner;No;0.4167623421;1;0;1;210;210;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
420378;ins2008111600241;ins;200811;60;0.7383419689;4.5077720207;386;1740;12;0;140;145;Computers;Female;Retired;Maried;Small;Owner;No;0.7383419689;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35443;ins2008111600243;ins;200811;89;0.6562282533;4.7265135699;1437;6792;24;0;660;283;DiY;Female;Retired;Widowed;Medium;Owner;Owner;1.0904662491;1;3;4;317;115;2;2;0;;;;;;;;302;6;23;12;8;3;2;3;5;0.4027777778;0.0694444444;0.8935281837;1;;M;;M;;M;;;M;;M;;M;;;M;17;M;20;M;14;2;1.6666666667;1.6666666667;2;2;1;1;;M;17;M;20;M;14;2;1.6666666667;1.6666666667;2;2;1;1;3;1;1;M;;M;;M;;M;;M;;M;;M;15;M;20;M;11;01.maj;01.maj;2;2;1;1;M;15;M;20;M;11;01.maj;01.maj;2;2;1;1;6;1;2;M;;M;;M;;M;;M;;M;;M;14.maj;M;20;M;11;1.1111111111;1.1111111111;2;2;0;0;M;14.maj;M;20;M;11;1.1111111111;1.1111111111;2;2;0;0;7;1;4;M;;M;;M;;M;;M;;M;;M;14.636363636;M;20;M;11;0.8333333333;0.8333333333;2;2;0;0;M;14.636363636;M;20;M;11;0.8333333333;0.8333333333;2;2;0;0;7;1;4;23;26;2;2;25;28;7;10;;;7;10
420379;ins2008111600251;ins;200811;47;0.4281091077;0.2552011096;4326;1104;12;1;1760;92;DiY;Male;Owner company;Maried;Medium;Owner;Owner;0.4281091077;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8739;ins2008111600252;ins;200811;92;0.6901639344;6.3344262295;610;3864;24;0;260;161;Fenitures;Female;Retired;Divorced;Big;Owner;No;0.6901639344;1;0;1;339;196;8;4;4;;;;;;;;191;176;2;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;8;8;10;10;;;;;;
420380;ins2008111600261;ins;200811;67;0.3272016556;1.4513681306;4349;6312;24;0;1160;263;Radio-TV;Female;Owner company;Divorced;Small;Owner;No;0.3272016556;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122830;ins2008111600262;ins;200811;80;1.2683438155;9.1823899371;477;4380;12;0;240;365;Radio-TV;Male;Retired;Single;Big;Owner;Owner;1.2683438155;1;0;1;245;245;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
420381;ins2008111600271;ins;200811;44;0.2493936944;1.523039612;2474;3768;24;0;460;157;Radio-TV;Female;Permanent;Maried;Small;Rental;Owner;0.2493936944;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98294;ins2008111600273;ins;200811;67;2.1176470588;39.843137255;306;12192;24;0;140;508;Fenitures;Male;Retired;Widowed;Big;Owner;Owner;2.1176470588;1;0;1;265;265;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
420382;ins2008111600281;ins;200811;51;0.3900414938;1.0290456432;2169;2232;12;0;660;186;DiY;Female;Contract;Maried;Small;Owner;Owner;0.3900414938;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420383;ins2008111600291;ins;200811;50;0.2884012539;1.7411553963;2233;3888;12;0;320;324;Fenitures;Male;Permanent;Maried;Big;Rental;Owner;0.2884012539;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420384;ins2008111600301;ins;200811;65;0.2142857143;2.0892857143;1792;3744;36;0;280;104;Radio-TV;Male;Permanent;Divorced;Medium;Owner;Owner;0.2142857143;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;ins2008111600303;ins;200811;95;0.5044247788;1.198482933;791;948;12;0;320;79;Computers;Male;Retired;Widowed;Large;Owner;Owner;0.5044247788;1;0;1;346;91;14;14;0;;;;;;;;340;94;41;13;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;59;13;13;54;72;;11;;;;11
420385;ins2008111600311;ins;200811;68;0.4711557201;0.2631066069;10262;2700;36;0;4760;75;Fenitures;Female;Owner company;Widowed;Small;Owner;Owner;0.4711557201;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420386;ins2008111600321;ins;200811;72;0.6370262391;1.6967930029;686;1164;12;0;340;97;Fenitures;Female;Retired;Widowed;Big;Owner;Owner;0.6370262391;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420387;ins2008111600331;ins;200811;49;0.0987055016;0.5187239945;4326;2244;12;0;240;187;Fenitures;Male;Owner company;Maried;Medium;Owner;Owner;0.0987055016;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48837;ins2008111600333;ins;200811;72;0.6233618234;1.3264957265;1755;2328;12;0;900;194;Radio-TV;Male;Retired;Divorced;Big;Owner;Owner;0.6233618234;1;0;1;306;34;4;2;2;;;;;;;;288;30;5;0;5;;;;;;;;;;M;;M;;M;;;M;;M;;M;;;M;;M;;M;;;M;;M;;M;;;M;;M;;M;;;M;;M;;M;;0;0;0;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;0;0;0;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;;0;0;0;M;;M;;M;;M;;M;;M;;M;;M;;M;;M;6.6666666667;M;7;M;6;M;;M;;M;;M;6.6666666667;M;7;M;6;3;0;0;5;7;4;5;9;12;1;2;1;2;2;4
420388;ins2008111600341;ins;200811;44;0.3150976909;2.4468916519;2815;6888;24;0;600;287;Fenitures;Male;Permanent;Single;Medium;Owner;Owner;0.3150976909;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420389;ins2008111600351;ins;200811;28;0.1664464993;1.035667107;2271;2352;24;0;280;98;Fenitures;Female;Contract;Maried;Medium;Owner;Owner;0.1664464993;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10393;ins2008111600352;ins;200811;86;0.478314746;0.9814126394;1614;1584;12;0;640;132;Radio-TV;Male;Retired;Widowed;Big;Owner;No;0.478314746;1;0;1;338;207;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;;
